state,party,year,stattype,value
Rheinland-Pfalz,DRP/NPD³,1967,%,0.069
Rheinland-Pfalz,KPD/DKP4,1967,%,
Rheinland-Pfalz,PIRATEN,1967,%,
Rheinland-Pfalz,Tierschutzpartei,1967,%,
Rheinland-Pfalz,DIE PARTEI,1967,%,
Rheinland-Pfalz,Volt,1967,%,
Rheinland-Pfalz,Sonstige,1967,%,0.012
Rheinland-Pfalz,CDU,1971,%,0.5
Rheinland-Pfalz,SPD,1971,%,0.405
Rheinland-Pfalz,FDP¹,1971,%,0.059000000000000004
Rheinland-Pfalz,GRÜNE,1971,%,
Rheinland-Pfalz,AfD,1971,%,
Rheinland-Pfalz,FREIE WÄHLER,1971,%,
Rheinland-Pfalz,REP,1971,%,
Rheinland-Pfalz,DIE LINKE²,1971,%,
Rheinland-Pfalz,DRP/NPD³,1971,%,0.027000000000000003
Rheinland-Pfalz,KPD/DKP4,1971,%,0.009000000000000001
Rheinland-Pfalz,PIRATEN,1971,%,
Rheinland-Pfalz,Tierschutzpartei,1971,%,
Rheinland-Pfalz,DIE PARTEI,1971,%,
Rheinland-Pfalz,Volt,1971,%,
Rheinland-Pfalz,Sonstige,1971,%,
Rheinland-Pfalz,CDU,1975,%,0.539
Rheinland-Pfalz,SPD,1975,%,0.385
Rheinland-Pfalz,FDP¹,1975,%,0.055999999999999994
Rheinland-Pfalz,GRÜNE,1975,%,
Rheinland-Pfalz,AfD,1975,%,
Rheinland-Pfalz,FREIE WÄHLER,1975,%,
Rheinland-Pfalz,REP,1975,%,
Rheinland-Pfalz,DIE LINKE²,1975,%,
Rheinland-Pfalz,DRP/NPD³,1975,%,0.011000000000000001
Rheinland-Pfalz,KPD/DKP4,1975,%,0.005
Rheinland-Pfalz,PIRATEN,1975,%,
Rheinland-Pfalz,Tierschutzpartei,1975,%,
Rheinland-Pfalz,DIE PARTEI,1975,%,
Rheinland-Pfalz,Volt,1975,%,
Rheinland-Pfalz,Sonstige,1975,%,0.003
Rheinland-Pfalz,CDU,1979,%,0.501
Rheinland-Pfalz,SPD,1979,%,0.423
Rheinland-Pfalz,FDP¹,1979,%,0.064
Rheinland-Pfalz,GRÜNE,1979,%,
Rheinland-Pfalz,AfD,1979,%,
Rheinland-Pfalz,FREIE WÄHLER,1979,%,
Rheinland-Pfalz,REP,1979,%,
Rheinland-Pfalz,DIE LINKE²,1979,%,
Rheinland-Pfalz,DRP/NPD³,1979,%,0.006999999999999999
Rheinland-Pfalz,KPD/DKP4,1979,%,0.004
Rheinland-Pfalz,PIRATEN,1979,%,
Rheinland-Pfalz,Tierschutzpartei,1979,%,
Rheinland-Pfalz,DIE PARTEI,1979,%,
Rheinland-Pfalz,Volt,1979,%,
Rheinland-Pfalz,Sonstige,1979,%,0.005
Rheinland-Pfalz,CDU,1983,%,0.519
Rheinland-Pfalz,SPD,1983,%,0.396
Rheinland-Pfalz,FDP¹,1983,%,0.035
Rheinland-Pfalz,GRÜNE,1983,%,0.045
Rheinland-Pfalz,AfD,1983,%,
Rheinland-Pfalz,FREIE WÄHLER,1983,%,
Rheinland-Pfalz,REP,1983,%,
Rheinland-Pfalz,DIE LINKE²,1983,%,
Rheinland-Pfalz,DRP/NPD³,1983,%,0.001
Rheinland-Pfalz,KPD/DKP4,1983,%,0.002
Rheinland-Pfalz,PIRATEN,1983,%,
Rheinland-Pfalz,Tierschutzpartei,1983,%,
Rheinland-Pfalz,DIE PARTEI,1983,%,
Rheinland-Pfalz,Volt,1983,%,
Rheinland-Pfalz,Sonstige,1983,%,0.001
Rheinland-Pfalz,CDU,1987,%,0.451
Rheinland-Pfalz,SPD,1987,%,0.38799999999999996
Rheinland-Pfalz,FDP¹,1987,%,0.073
Rheinland-Pfalz,GRÜNE,1987,%,0.059000000000000004
Rheinland-Pfalz,AfD,1987,%,
Rheinland-Pfalz,FREIE WÄHLER,1987,%,
Rheinland-Pfalz,REP,1987,%,
Rheinland-Pfalz,DIE LINKE²,1987,%,
Rheinland-Pfalz,DRP/NPD³,1987,%,0.008
Rheinland-Pfalz,KPD/DKP4,1987,%,0.001
Rheinland-Pfalz,PIRATEN,1987,%,
Rheinland-Pfalz,Tierschutzpartei,1987,%,
Rheinland-Pfalz,DIE PARTEI,1987,%,
Rheinland-Pfalz,Volt,1987,%,
Rheinland-Pfalz,Sonstige,1987,%,0.02
Rheinland-Pfalz,CDU,1991,%,0.387
Rheinland-Pfalz,SPD,1991,%,0.44799999999999995
Rheinland-Pfalz,FDP¹,1991,%,0.069
Rheinland-Pfalz,GRÜNE,1991,%,0.065
Rheinland-Pfalz,AfD,1991,%,
Rheinland-Pfalz,FREIE WÄHLER,1991,%,
Rheinland-Pfalz,REP,1991,%,0.02
Rheinland-Pfalz,DIE LINKE²,1991,%,
Rheinland-Pfalz,DRP/NPD³,1991,%,
Rheinland-Pfalz,KPD/DKP4,1991,%,
Rheinland-Pfalz,PIRATEN,1991,%,
Rheinland-Pfalz,Tierschutzpartei,1991,%,
Rheinland-Pfalz,DIE PARTEI,1991,%,
Rheinland-Pfalz,Volt,1991,%,
Rheinland-Pfalz,Sonstige,1991,%,0.011000000000000001
Rheinland-Pfalz,CDU,1996,%,0.387
Rheinland-Pfalz,SPD,1996,%,0.39799999999999996
Rheinland-Pfalz,FDP¹,1996,%,0.08900000000000001
Rheinland-Pfalz,GRÜNE,1996,%,0.069
Rheinland-Pfalz,AfD,1996,%,
Rheinland-Pfalz,FREIE WÄHLER,1996,%,
Rheinland-Pfalz,REP,1996,%,0.035
Rheinland-Pfalz,DIE LINKE²,1996,%,
Rheinland-Pfalz,DRP/NPD³,1996,%,0.004
Rheinland-Pfalz,KPD/DKP4,1996,%,
Rheinland-Pfalz,PIRATEN,1996,%,
Rheinland-Pfalz,Tierschutzpartei,1996,%,
Rheinland-Pfalz,DIE PARTEI,1996,%,
Rheinland-Pfalz,Volt,1996,%,
Rheinland-Pfalz,Sonstige,1996,%,0.018000000000000002
Rheinland-Pfalz,CDU,2001,%,0.353
Rheinland-Pfalz,SPD,2001,%,0.447
Rheinland-Pfalz,FDP¹,2001,%,0.078
Rheinland-Pfalz,GRÜNE,2001,%,0.052000000000000005
Rheinland-Pfalz,AfD,2001,%,
Rheinland-Pfalz,FREIE WÄHLER,2001,%,0.025
Rheinland-Pfalz,REP,2001,%,0.024
Rheinland-Pfalz,DIE LINKE²,2001,%,
Rheinland-Pfalz,DRP/NPD³,2001,%,0.005
Rheinland-Pfalz,KPD/DKP4,2001,%,
Rheinland-Pfalz,PIRATEN,2001,%,
Rheinland-Pfalz,Tierschutzpartei,2001,%,
Rheinland-Pfalz,DIE PARTEI,2001,%,
Rheinland-Pfalz,Volt,2001,%,
Rheinland-Pfalz,Sonstige,2001,%,0.015
Rheinland-Pfalz,CDU,2006,%,0.32799999999999996
Rheinland-Pfalz,SPD,2006,%,0.456
Rheinland-Pfalz,FDP¹,2006,%,0.08
Rheinland-Pfalz,GRÜNE,2006,%,0.046
Rheinland-Pfalz,AfD,2006,%,
Rheinland-Pfalz,FREIE WÄHLER,2006,%,0.016
Rheinland-Pfalz,REP,2006,%,0.017
Rheinland-Pfalz,DIE LINKE²,2006,%,0.025
Rheinland-Pfalz,DRP/NPD³,2006,%,0.012
Rheinland-Pfalz,KPD/DKP4,2006,%,
Rheinland-Pfalz,PIRATEN,2006,%,
Rheinland-Pfalz,Tierschutzpartei,2006,%,
Rheinland-Pfalz,DIE PARTEI,2006,%,
Rheinland-Pfalz,Volt,2006,%,
Rheinland-Pfalz,Sonstige,2006,%,0.019
Rheinland-Pfalz,CDU,2011,%,0.35200000000000004
Rheinland-Pfalz,SPD,2011,%,0.35700000000000004
Rheinland-Pfalz,FDP¹,2011,%,0.042
Rheinland-Pfalz,GRÜNE,2011,%,0.154
Rheinland-Pfalz,AfD,2011,%,
Rheinland-Pfalz,FREIE WÄHLER,2011,%,0.023
Rheinland-Pfalz,REP,2011,%,0.008
Rheinland-Pfalz,DIE LINKE²,2011,%,0.03
Rheinland-Pfalz,DRP/NPD³,2011,%,0.011000000000000001
Rheinland-Pfalz,KPD/DKP4,2011,%,
Rheinland-Pfalz,PIRATEN,2011,%,0.016
Rheinland-Pfalz,Tierschutzpartei,2011,%,
Rheinland-Pfalz,DIE PARTEI,2011,%,
Rheinland-Pfalz,Volt,2011,%,
Rheinland-Pfalz,Sonstige,2011,%,0.005
Rheinland-Pfalz,CDU,2016,%,0.318
Rheinland-Pfalz,SPD,2016,%,0.36200000000000004
Rheinland-Pfalz,FDP¹,2016,%,0.062
Rheinland-Pfalz,GRÜNE,2016,%,0.053
Rheinland-Pfalz,AfD,2016,%,0.126
Rheinland-Pfalz,FREIE WÄHLER,2016,%,0.022000000000000002
Rheinland-Pfalz,REP,2016,%,0.002
Rheinland-Pfalz,DIE LINKE²,2016,%,0.027999999999999997
Rheinland-Pfalz,DRP/NPD³,2016,%,0.005
Rheinland-Pfalz,KPD/DKP4,2016,%,
Rheinland-Pfalz,PIRATEN,2016,%,0.008
Rheinland-Pfalz,Tierschutzpartei,2016,%,
Rheinland-Pfalz,DIE PARTEI,2016,%,
Rheinland-Pfalz,Volt,2016,%,
Rheinland-Pfalz,Sonstige,2016,%,0.013000000000000001
Rheinland-Pfalz,CDU,2021,%,0.27699999999999997
Rheinland-Pfalz,SPD,2021,%,0.35700000000000004
Rheinland-Pfalz,FDP¹,2021,%,0.055
Rheinland-Pfalz,GRÜNE,2021,%,0.09300000000000001
Rheinland-Pfalz,AfD,2021,%,0.083
Rheinland-Pfalz,FREIE WÄHLER,2021,%,0.054000000000000006
Rheinland-Pfalz,REP,2021,%,
Rheinland-Pfalz,DIE LINKE²,2021,%,0.025
Rheinland-Pfalz,DRP/NPD³,2021,%,
Rheinland-Pfalz,KPD/DKP4,2021,%,
Rheinland-Pfalz,PIRATEN,2021,%,0.005
Rheinland-Pfalz,Tierschutzpartei,2021,%,0.017
Rheinland-Pfalz,DIE PARTEI,2021,%,0.011000000000000001
Rheinland-Pfalz,Volt,2021,%,0.01
Rheinland-Pfalz,Sonstige,2021,%,0.013999999999999999
Berlin,Wahlbeteiligung,1950,%,0.904
Berlin,CDU,1950,%,0.247
Berlin,SPD,1950,%,0.447
Berlin,FDP,1950,%,0.231
Berlin,GRÜNE¹,1950,%,
Berlin,PDS/Die Linke.,1950,%,
Berlin,REP,1950,%,
Berlin,Bündnis 90,1950,%,
Berlin,PIRATEN,1950,%,
Berlin,AfD,1950,%,
Berlin,DP,1950,%,0.037000000000000005
Berlin,BHE,1950,%,0.022000000000000002
Berlin,SED/SEW²,1950,%,
Berlin,FREIE WÄHLER,1950,%,
Berlin,Sonstige,1950,%,0.018000000000000002
Berlin,Wahlbeteiligung,1954,%,0.9179999999999999
Berlin,CDU,1954,%,0.304
Berlin,SPD,1954,%,0.446
Berlin,FDP,1954,%,0.128
Berlin,GRÜNE¹,1954,%,
Berlin,PDS/Die Linke.,1954,%,
Berlin,REP,1954,%,
Berlin,Bündnis 90,1954,%,
Berlin,PIRATEN,1954,%,
Berlin,AfD,1954,%,
Berlin,DP,1954,%,0.049
Berlin,BHE,1954,%,0.025
Berlin,SED/SEW²,1954,%,0.027000000000000003
Berlin,FREIE WÄHLER,1954,%,
Berlin,Sonstige,1954,%,0.021
Berlin,Wahlbeteiligung,1958,%,0.929
Berlin,CDU,1958,%,0.377
Berlin,SPD,1958,%,0.526
Berlin,FDP,1958,%,0.038
Berlin,GRÜNE¹,1958,%,
Berlin,PDS/Die Linke.,1958,%,
Berlin,REP,1958,%,
Berlin,Bündnis 90,1958,%,
Berlin,PIRATEN,1958,%,
Berlin,AfD,1958,%,
Berlin,DP,1958,%,0.033
Berlin,BHE,1958,%,
Berlin,SED/SEW²,1958,%,0.019
Berlin,FREIE WÄHLER,1958,%,
Berlin,Sonstige,1958,%,0.006999999999999999
Berlin,Wahlbeteiligung,1963,%,0.899
Berlin,CDU,1963,%,0.28800000000000003
Berlin,SPD,1963,%,0.619
Berlin,FDP,1963,%,0.079
Berlin,GRÜNE¹,1963,%,
Berlin,PDS/Die Linke.,1963,%,
Berlin,REP,1963,%,
Berlin,Bündnis 90,1963,%,
Berlin,PIRATEN,1963,%,
Berlin,AfD,1963,%,
Berlin,DP,1963,%,
Berlin,BHE,1963,%,
Berlin,SED/SEW²,1963,%,0.013999999999999999
Berlin,FREIE WÄHLER,1963,%,
Berlin,Sonstige,1963,%,
Berlin,Wahlbeteiligung,1967,%,0.862
Berlin,CDU,1967,%,0.32899999999999996
Berlin,SPD,1967,%,0.569
Berlin,FDP,1967,%,0.071
Berlin,GRÜNE¹,1967,%,
Berlin,PDS/Die Linke.,1967,%,
Berlin,REP,1967,%,
Berlin,Bündnis 90,1967,%,
Berlin,PIRATEN,1967,%,
Berlin,AfD,1967,%,
Berlin,DP,1967,%,
Berlin,BHE,1967,%,
Berlin,SED/SEW²,1967,%,0.028999999999999998
Berlin,FREIE WÄHLER,1967,%,
Berlin,Sonstige,1967,%,0.011000000000000001
Berlin,Wahlbeteiligung,1971,%,0.889
Berlin,CDU,1971,%,0.382
Berlin,SPD,1971,%,0.504
Berlin,FDP,1971,%,0.084
Berlin,GRÜNE¹,1971,%,
Berlin,PDS/Die Linke.,1971,%,
Berlin,REP,1971,%,
Berlin,Bündnis 90,1971,%,
Berlin,PIRATEN,1971,%,
Berlin,AfD,1971,%,
Berlin,DP,1971,%,
Berlin,BHE,1971,%,
Berlin,SED/SEW²,1971,%,0.023
Berlin,FREIE WÄHLER,1971,%,
Berlin,Sonstige,1971,%,0.006
Berlin,Wahlbeteiligung,1975,%,0.878
Berlin,CDU,1975,%,0.439
Berlin,SPD,1975,%,0.426
Berlin,FDP,1975,%,0.071
Berlin,GRÜNE¹,1975,%,
Berlin,PDS/Die Linke.,1975,%,
Berlin,REP,1975,%,
Berlin,Bündnis 90,1975,%,
Berlin,PIRATEN,1975,%,
Berlin,AfD,1975,%,
Berlin,DP,1975,%,
Berlin,BHE,1975,%,
Berlin,SED/SEW²,1975,%,0.018000000000000002
Berlin,FREIE WÄHLER,1975,%,
Berlin,Sonstige,1975,%,0.046
Berlin,Wahlbeteiligung,1979,%,0.8540000000000001
Berlin,CDU,1979,%,0.444
Berlin,SPD,1979,%,0.42700000000000005
Berlin,FDP,1979,%,0.081
Berlin,GRÜNE¹,1979,%,0.037000000000000005
Berlin,PDS/Die Linke.,1979,%,
Berlin,REP,1979,%,
Berlin,Bündnis 90,1979,%,
Berlin,PIRATEN,1979,%,
Berlin,AfD,1979,%,
Berlin,DP,1979,%,
Berlin,BHE,1979,%,
Berlin,SED/SEW²,1979,%,0.011000000000000001
Berlin,FREIE WÄHLER,1979,%,
Berlin,Sonstige,1979,%,0.001
Berlin,Wahlbeteiligung,1981,%,0.853
Berlin,CDU,1981,%,0.48
Berlin,SPD,1981,%,0.384
Berlin,FDP,1981,%,0.055999999999999994
Berlin,GRÜNE¹,1981,%,0.07200000000000001
Berlin,PDS/Die Linke.,1981,%,
Berlin,REP,1981,%,
Berlin,Bündnis 90,1981,%,
Berlin,PIRATEN,1981,%,
Berlin,AfD,1981,%,
Berlin,DP,1981,%,
Berlin,BHE,1981,%,
Berlin,SED/SEW²,1981,%,0.006999999999999999
Berlin,FREIE WÄHLER,1981,%,
Berlin,Sonstige,1981,%,0.003
Berlin,Wahlbeteiligung,1985,%,0.836
Berlin,CDU,1985,%,0.46399999999999997
Berlin,SPD,1985,%,0.324
Berlin,FDP,1985,%,0.085
Berlin,GRÜNE¹,1985,%,0.106
Berlin,PDS/Die Linke.,1985,%,
Berlin,REP,1985,%,
Berlin,Bündnis 90,1985,%,
Berlin,PIRATEN,1985,%,
Berlin,AfD,1985,%,
Berlin,DP,1985,%,
Berlin,BHE,1985,%,
Berlin,SED/SEW²,1985,%,0.006
Berlin,FREIE WÄHLER,1985,%,
Berlin,Sonstige,1985,%,0.015
Berlin,Wahlbeteiligung,1989,%,0.7959999999999999
Berlin,CDU,1989,%,0.377
Berlin,SPD,1989,%,0.373
Berlin,FDP,1989,%,0.039
Berlin,GRÜNE¹,1989,%,0.11800000000000001
Berlin,PDS/Die Linke.,1989,%,
Berlin,REP,1989,%,0.075
Berlin,Bündnis 90,1989,%,
Berlin,PIRATEN,1989,%,
Berlin,AfD,1989,%,
Berlin,DP,1989,%,
Berlin,BHE,1989,%,
Berlin,SED/SEW²,1989,%,0.006
Berlin,FREIE WÄHLER,1989,%,
Berlin,Sonstige,1989,%,0.012
Berlin,Wahlbeteiligung,1990,%,0.8079999999999999
Berlin,CDU,1990,%,0.40399999999999997
Berlin,SPD,1990,%,0.304
Berlin,FDP,1990,%,0.071
Berlin,GRÜNE¹,1990,%,0.05
Berlin,PDS/Die Linke.,1990,%,0.092
Berlin,REP,1990,%,0.031
Berlin,Bündnis 90,1990,%,0.044000000000000004
Berlin,PIRATEN,1990,%,
Berlin,AfD,1990,%,
Berlin,DP,1990,%,
Berlin,BHE,1990,%,
Berlin,SED/SEW²,1990,%,
Berlin,FREIE WÄHLER,1990,%,
Berlin,Sonstige,1990,%,0.004
Berlin,Wahlbeteiligung,1995,%,0.6859999999999999
Berlin,CDU,1995,%,0.374
Berlin,SPD,1995,%,0.23600000000000002
Berlin,FDP,1995,%,0.025
Berlin,GRÜNE¹,1995,%,0.132
Berlin,PDS/Die Linke.,1995,%,0.146
Berlin,REP,1995,%,0.026000000000000002
Berlin,Bündnis 90,1995,%,
Berlin,PIRATEN,1995,%,
Berlin,AfD,1995,%,
Berlin,DP,1995,%,
Berlin,BHE,1995,%,
Berlin,SED/SEW²,1995,%,
Berlin,FREIE WÄHLER,1995,%,
Berlin,Sonstige,1995,%,0.057999999999999996
Berlin,Wahlbeteiligung,1999,%,0.655
Berlin,CDU,1999,%,0.408
Berlin,SPD,1999,%,0.22399999999999998
Berlin,FDP,1999,%,0.022000000000000002
Berlin,GRÜNE¹,1999,%,0.099
Berlin,PDS/Die Linke.,1999,%,0.177
Berlin,REP,1999,%,0.027000000000000003
Berlin,Bündnis 90,1999,%,
Berlin,PIRATEN,1999,%,
Berlin,AfD,1999,%,
Berlin,DP,1999,%,
Berlin,BHE,1999,%,
Berlin,SED/SEW²,1999,%,
Berlin,FREIE WÄHLER,1999,%,
Berlin,Sonstige,1999,%,0.043
Berlin,Wahlbeteiligung,2001,%,0.6809999999999999
Berlin,CDU,2001,%,0.23800000000000002
Berlin,SPD,2001,%,0.297
Berlin,FDP,2001,%,0.099
Berlin,GRÜNE¹,2001,%,0.091
Berlin,PDS/Die Linke.,2001,%,0.226
Berlin,REP,2001,%,0.013000000000000001
Berlin,Bündnis 90,2001,%,
Berlin,PIRATEN,2001,%,
Berlin,AfD,2001,%,
Berlin,DP,2001,%,
Berlin,BHE,2001,%,
Berlin,SED/SEW²,2001,%,
Berlin,FREIE WÄHLER,2001,%,
Berlin,Sonstige,2001,%,0.036000000000000004
Berlin,Wahlbeteiligung,2006,%,0.58
Berlin,CDU,2006,%,0.213
Berlin,SPD,2006,%,0.308
Berlin,FDP,2006,%,0.076
Berlin,GRÜNE¹,2006,%,0.131
Berlin,PDS/Die Linke.,2006,%,0.134
Berlin,REP,2006,%,0.009000000000000001
Berlin,Bündnis 90,2006,%,
Berlin,PIRATEN,2006,%,
Berlin,AfD,2006,%,
Berlin,DP,2006,%,
Berlin,BHE,2006,%,
Berlin,SED/SEW²,2006,%,
Berlin,FREIE WÄHLER,2006,%,
Berlin,Sonstige,2006,%,0.128
Berlin,Wahlbeteiligung,2011,%,0.602
Berlin,CDU,2011,%,0.23399999999999999
Berlin,SPD,2011,%,0.28300000000000003
Berlin,FDP,2011,%,0.018000000000000002
Berlin,GRÜNE¹,2011,%,0.17600000000000002
Berlin,PDS/Die Linke.,2011,%,0.11699999999999999
Berlin,REP,2011,%,
Berlin,Bündnis 90,2011,%,
Berlin,PIRATEN,2011,%,0.08900000000000001
Berlin,AfD,2011,%,
Berlin,DP,2011,%,
Berlin,BHE,2011,%,
Berlin,SED/SEW²,2011,%,
Berlin,FREIE WÄHLER,2011,%,
Berlin,Sonstige,2011,%,0.083
Berlin,Wahlbeteiligung,2016,%,0.669
Berlin,CDU,2016,%,0.17600000000000002
Berlin,SPD,2016,%,0.21600000000000003
Berlin,FDP,2016,%,0.067
Berlin,GRÜNE¹,2016,%,0.152
Berlin,PDS/Die Linke.,2016,%,0.156
Berlin,REP,2016,%,
Berlin,Bündnis 90,2016,%,
Berlin,PIRATEN,2016,%,0.017
Berlin,AfD,2016,%,0.142
Berlin,DP,2016,%,
Berlin,BHE,2016,%,
Berlin,SED/SEW²,2016,%,
Berlin,FREIE WÄHLER,2016,%,
Berlin,Sonstige,2016,%,0.07400000000000001
Berlin,Wahlbeteiligung,2021,%,0.754
Berlin,CDU,2021,%,0.18
Berlin,SPD,2021,%,0.214
Berlin,FDP,2021,%,0.071
Berlin,GRÜNE¹,2021,%,0.18899999999999997
Berlin,PDS/Die Linke.,2021,%,0.141
Berlin,REP,2021,%,0.0
Berlin,Bündnis 90,2021,%,
Berlin,PIRATEN,2021,%,0.004
Berlin,AfD,2021,%,0.08
Berlin,DP,2021,%,
Berlin,BHE,2021,%,
Berlin,SED/SEW²,2021,%,
Berlin,FREIE WÄHLER,2021,%,0.008
Berlin,Sonstige,2021,%,
Berlin,Wahlbeteiligung,2023,%,0.63
Berlin,CDU,2023,%,0.282
Berlin,SPD,2023,%,0.184
Berlin,FDP,2023,%,0.046
Berlin,GRÜNE¹,2023,%,0.184
Berlin,PDS/Die Linke.,2023,%,0.122
Berlin,REP,2023,%,0.0
Berlin,Bündnis 90,2023,%,
Berlin,PIRATEN,2023,%,0.003
Berlin,AfD,2023,%,0.091
Berlin,DP,2023,%,
Berlin,BHE,2023,%,
Berlin,SED/SEW²,2023,%,
Berlin,FREIE WÄHLER,2023,%,0.003
Berlin,Sonstige,2023,%,
Baden-Württemberg,CDU,1952,%,0.36
Baden-Württemberg,SPD,1952,%,0.28
Baden-Württemberg,FDP/DVP,1952,%,0.18
Baden-Württemberg,GRÜNE,1952,%,
Baden-Württemberg,AfD,1952,%,
Baden-Württemberg,BHE³,1952,%,0.063
Baden-Württemberg,KPD/DKP4,1952,%,0.044000000000000004
Baden-Württemberg,NPD,1952,%,
Baden-Württemberg,REP,1952,%,
Baden-Württemberg,PIRATEN,1952,%,
Baden-Württemberg,FREIE WÄHLER,1952,%,
Baden-Württemberg,Sonstige,1952,%,0.073
Baden-Württemberg,CDU,1956,%,0.426
Baden-Württemberg,SPD,1956,%,0.289
Baden-Württemberg,FDP/DVP,1956,%,0.166
Baden-Württemberg,GRÜNE,1956,%,
Baden-Württemberg,AfD,1956,%,
Baden-Württemberg,BHE³,1956,%,0.063
Baden-Württemberg,KPD/DKP4,1956,%,0.032
Baden-Württemberg,NPD,1956,%,
Baden-Württemberg,REP,1956,%,
Baden-Württemberg,PIRATEN,1956,%,
Baden-Württemberg,FREIE WÄHLER,1956,%,
Baden-Württemberg,Sonstige,1956,%,0.024
Baden-Württemberg,CDU,1960,%,0.395
Baden-Württemberg,SPD,1960,%,0.353
Baden-Württemberg,FDP/DVP,1960,%,0.158
Baden-Württemberg,GRÜNE,1960,%,
Baden-Württemberg,AfD,1960,%,
Baden-Württemberg,BHE³,1960,%,0.066
Baden-Württemberg,KPD/DKP4,1960,%,
Baden-Württemberg,NPD,1960,%,
Baden-Württemberg,REP,1960,%,
Baden-Württemberg,PIRATEN,1960,%,
Baden-Württemberg,FREIE WÄHLER,1960,%,
Baden-Württemberg,Sonstige,1960,%,0.027999999999999997
Baden-Württemberg,CDU,1964,%,0.462
Baden-Württemberg,SPD,1964,%,0.373
Baden-Württemberg,FDP/DVP,1964,%,0.131
Baden-Württemberg,GRÜNE,1964,%,
Baden-Württemberg,AfD,1964,%,
Baden-Württemberg,BHE³,1964,%,
Baden-Württemberg,KPD/DKP4,1964,%,
Baden-Württemberg,NPD,1964,%,
Baden-Württemberg,REP,1964,%,
Baden-Württemberg,PIRATEN,1964,%,
Baden-Württemberg,FREIE WÄHLER,1964,%,
Baden-Württemberg,Sonstige,1964,%,0.035
Baden-Württemberg,CDU,1968,%,0.442
Baden-Württemberg,SPD,1968,%,0.29
Baden-Württemberg,FDP/DVP,1968,%,0.14400000000000002
Baden-Württemberg,GRÜNE,1968,%,
Baden-Württemberg,AfD,1968,%,
Baden-Württemberg,BHE³,1968,%,
Baden-Württemberg,KPD/DKP4,1968,%,
Baden-Württemberg,NPD,1968,%,0.098
Baden-Württemberg,REP,1968,%,
Baden-Württemberg,PIRATEN,1968,%,
Baden-Württemberg,FREIE WÄHLER,1968,%,
Baden-Württemberg,Sonstige,1968,%,0.026000000000000002
Baden-Württemberg,CDU,1972,%,0.529
Baden-Württemberg,SPD,1972,%,0.376
Baden-Württemberg,FDP/DVP,1972,%,0.08900000000000001
Baden-Württemberg,GRÜNE,1972,%,
Baden-Württemberg,AfD,1972,%,
Baden-Württemberg,BHE³,1972,%,
Baden-Württemberg,KPD/DKP4,1972,%,0.005
Baden-Württemberg,NPD,1972,%,
Baden-Württemberg,REP,1972,%,
Baden-Württemberg,PIRATEN,1972,%,
Baden-Württemberg,FREIE WÄHLER,1972,%,
Baden-Württemberg,Sonstige,1972,%,0.001
Baden-Württemberg,CDU,1976,%,0.5670000000000001
Baden-Württemberg,SPD,1976,%,0.33299999999999996
Baden-Württemberg,FDP/DVP,1976,%,0.078
Baden-Württemberg,GRÜNE,1976,%,
Baden-Württemberg,AfD,1976,%,
Baden-Württemberg,BHE³,1976,%,
Baden-Württemberg,KPD/DKP4,1976,%,0.004
Baden-Württemberg,NPD,1976,%,0.009000000000000001
Baden-Württemberg,REP,1976,%,
Baden-Württemberg,PIRATEN,1976,%,
Baden-Württemberg,FREIE WÄHLER,1976,%,
Baden-Württemberg,Sonstige,1976,%,0.009000000000000001
Baden-Württemberg,CDU,1980,%,0.534
Baden-Württemberg,SPD,1980,%,0.325
Baden-Württemberg,FDP/DVP,1980,%,0.083
Baden-Württemberg,GRÜNE,1980,%,0.053
Baden-Württemberg,AfD,1980,%,
Baden-Württemberg,BHE³,1980,%,
Baden-Württemberg,KPD/DKP4,1980,%,0.003
Baden-Württemberg,NPD,1980,%,
Baden-Württemberg,REP,1980,%,
Baden-Württemberg,PIRATEN,1980,%,
Baden-Württemberg,FREIE WÄHLER,1980,%,
Baden-Württemberg,Sonstige,1980,%,0.002
Baden-Württemberg,CDU,1984,%,0.519
Baden-Württemberg,SPD,1984,%,0.324
Baden-Württemberg,FDP/DVP,1984,%,0.07200000000000001
Baden-Württemberg,GRÜNE,1984,%,0.08
Baden-Württemberg,AfD,1984,%,
Baden-Württemberg,BHE³,1984,%,
Baden-Württemberg,KPD/DKP4,1984,%,0.003
Baden-Württemberg,NPD,1984,%,
Baden-Württemberg,REP,1984,%,
Baden-Württemberg,PIRATEN,1984,%,
Baden-Württemberg,FREIE WÄHLER,1984,%,
Baden-Württemberg,Sonstige,1984,%,0.002
Baden-Württemberg,CDU,1988,%,0.49
Baden-Württemberg,SPD,1988,%,0.32
Baden-Württemberg,FDP/DVP,1988,%,0.059000000000000004
Baden-Württemberg,GRÜNE,1988,%,0.079
Baden-Württemberg,AfD,1988,%,
Baden-Württemberg,BHE³,1988,%,
Baden-Württemberg,KPD/DKP4,1988,%,
Baden-Württemberg,NPD,1988,%,0.021
Baden-Württemberg,REP,1988,%,
Baden-Württemberg,PIRATEN,1988,%,
Baden-Württemberg,FREIE WÄHLER,1988,%,
Baden-Württemberg,Sonstige,1988,%,0.028999999999999998
Baden-Württemberg,CDU,1992,%,0.396
Baden-Württemberg,SPD,1992,%,0.294
Baden-Württemberg,FDP/DVP,1992,%,0.059000000000000004
Baden-Württemberg,GRÜNE,1992,%,0.095
